景点id,景点名称,景点区域,景点级别,景点热度,景点简介,景点经纬度,景点地址
3964774790,无锡水浒城,江苏·无锡·滨湖区,5A景区,热度 0.78,畅游太湖山水 体验影视传奇,"120.245147,31.490816",江苏省无锡市山水城旅游度假区水浒城
1492755601,野三坡,河北·保定·涞水县,5A景区,热度 1.0,北方的小桂林,"115.391843,39.674643",河北省保定市涞水县三坡镇
587312522,三坊七巷,福建·福州·鼓楼区,5A景区,热度 1.0,感受浓厚的闽越古城民居特色,"119.303907,26.088959",福建省福州市鼓楼区三坊七巷
1687256194,净月潭,吉林·长春·南关区,5A景区,热度 1.0,禅，净，修，净月潭，北普陀寺,"125.477467,43.788327",吉林省长春市净月经济开发区净月大街5840号
2594370299,张裕爱斐堡,北京·北京·密云县,4A景区,热度 0.0,高大上国际酒庄新领袖，开启酒庄新时代,"116.908273,40.381873",北京市密云县巨各庄东白岩（近蔡家洼）
2086978906,七里山塘,江苏·苏州·金阊区,4A景区,热度 0.74,弯月般的石桥，白墙灰瓦的古宅,"120.609739,31.322922",江苏省苏州市金阊区广济路218号
351218488,北京汽车博物馆,北京·北京·丰台区,,热度 0.0,感受汽车的无穷魅力，享受汽车的无限乐趣,"116.308106,39.835053",北京市丰台区南四环西路126号
114621108,重庆园博园,重庆·重庆·渝北区,4A景区,热度 0.0,一个集自然和人文景观为一体的生态公园,"106.56312,29.691759",重庆市渝北区
1184661441,大足石刻,重庆·重庆·大足县,5A景区,热度 0.78,欣赏真正的“千手”观音,"105.716678,29.718935",重庆市大足县龙岗镇北山路7号
3083808394,淹城春秋乐园,江苏·常州·武进区,5A景区,热度 0.0,五大功能区带您畅游春秋文化主题梦幻乐园,"119.939463,31.706124",江苏省常州市武进区武宜南路197号
3441899919,南昌万达海洋乐园,江西·南昌,,热度 0.0,7个主题水池，带您玩转海洋乐园,"115.796037,28.587157",江西省南昌市九龙湖新区万达文化旅游城万达茂一楼
3506633959,玉垒阁,四川·成都·都江堰,,热度 0.0,拥有全国景区户外第二长的扶手电梯,"103.621165,31.007551",四川省成都市都江堰市城西公园路都江堰风景名胜区内
3671848207,嘉峪关方特欢乐世界,甘肃·嘉峪关·嘉峪关市,,热度 0.0,科技互动体验营造的梦幻感受,"98.352782,39.757616",甘肃省嘉峪关市方特大道4111号
3262953425,株洲方特欢乐世界,湖南·株洲·云龙示范区,,热度 0.0,您和孩子一起疯，一起涨姿势的地方,"113.204856,27.992948",湖南省株洲市云龙示范区华强路1号
788324840,重庆欢乐海底世界,重庆·重庆·渝中区,,热度 0.0,开启绚丽浪漫的海洋之旅,"106.522961,29.556485",重庆市核心区渝中区化龙桥企业天地2号楼LG层
3376558736,桃源仙谷,北京·北京·密云县,4A景区,热度 0.7,"森林茂密,气象万千,以湖、瀑、潭而著称","116.817819,40.550308",北京市密云县石城乡南石城村
1056119055,瞻园,江苏·南京·夫子庙,,热度 0.76,"瞻望玉堂,如在天上","118.791288,32.027072",江苏省南京市秦淮区瞻园路128号
3949754086,象山公园,广西·桂林,4A景区,热度 0.0,2017央视春晚分会场，绝美赏月地,"110.302339,25.274547",广西壮族自治区桂林市秀峰区滨江路1号
1515090438,禾木,新疆·阿勒泰·阿勒泰市,,热度 0.0,拍摄日出、晨雾、木屋、禾木河的绝佳取景地,"87.446776,48.577734",新疆维吾尔自治区阿勒泰地区布尔津县
835027696,横店明清宫苑,浙江·金华·横店影视城,,热度 0.0,寻觅甄嬛传，梦回紫禁城,"120.309737,29.176594",浙江省金华市东阳市万盛街42号横店影视城
4154898069,磁器口古镇,重庆·重庆·沙坪坝区,4A景区,热度 0.8,古色古香，人文荟萃，风景优美,"106.458175,29.585837",重庆市沙坪坝区磁南街1号
4162880915,苍山洗马潭索道,云南·大理·天龙八部影视城,,热度 0.76,体验在山云间穿梭之美，一览苍山美景,"100.154462,25.686735",云南省大理白族自治州大理市苍山景区下三月街天龙八部影视城内
1697896012,厦门日月谷温泉渡假村,福建·厦门·海沧区,4A景区,热度 0.72,东南亚风情建筑风格，百多个露天温泉泡池,"117.947214,24.564469",福建省厦门市海沧区孚莲路1888号
3232404604,雁栖湖旅游区,北京·北京·怀柔区,4A景区,热度 0.7,你和鱼儿都喜欢的纯净圣地,"116.68831,40.401914",北京市怀柔区雁水路3号
3024535283,桂林乐满地主题乐园,广西·桂林·兴安县,5A景区,热度 0.7,以浪漫与快乐为名,"110.682101,25.588829",广西壮族自治区桂林市兴安县志玲路
2087137631,世茂云上厦门观光厅,福建·厦门·思明区,,热度 0.0,俯瞰美丽厦门，远眺台湾海峡,"118.094649,24.442449",福建省厦门市思明区大学路世茂海峡大厦B塔
1761856605,大东海,海南·三亚,4A景区,热度 0.9,沙滩、美景、美女，来这里让你大饱眼福,"109.531847,18.228007",海南省三亚旅游区大东海游览区
1116069121,富阳永安山滑翔基地,浙江·杭州·富阳市,4A景区,热度 0.0,五彩伞花在永安山巅绽放，这一美丽图景已成为富阳运动休闲形象的经典画面。2009年10月，永安山滑翔基地二期工程即将竣工，,"119.932617,29.880176",浙江省杭州富阳市近郊永安山顶（近永安农庄）
1940685610,韶关丹霞山,广东·韶关·浈江区,5A景区,热度 1.0,丹霞地貌命名地,"113.745153,25.0304",广东省韶关市浈江区丹霞山风景名胜区
1914199304,海南热带野生动植物园,海南·海口·秀英区,4A景区,热度 0.72,"每个海口人都知道的,千万别错过","110.253188,19.774941",海南省海口市秀英区东山镇（海榆中线27公里处）
95106489,博斯腾湖,新疆·巴音郭楞·库尔勒市,5A景区,热度 0.78,苇翠荷香，曲径邃深，被誉为“世外桃园”,"86.366079,41.795618",新疆-巴音郭楞-库尔勒市博湖县境内
3734569360,岳麓山,湖南·长沙·岳麓区,5A景区,热度 0.9199999999999999,赏枫胜地，不在别处！就在这儿,"112.943373,28.194667",湖南省长沙市岳麓区登高路58号
3758813835,翠华山,陕西·西安·长安区,4A景区,热度 0.7,太乙真人修炼地，李世民避暑消夏,"109.013004,33.999399",陕西省西安市长安太乙宫镇翠华山景区
460651635,山海关老龙头景区,河北·秦皇岛·山海关区,,热度 0.76,人类历史上的千古奇观,"119.805028,39.975207",河北省秦皇岛市山海关区龙海大道1号
2364399485,拉市海国际湿地公园,云南·丽江·玉龙县,3A景区,热度 0.76,湿地自然保护区,"100.145593,26.896784",云南省丽江市玉龙县拉市海湿地公园
3058294493,海螺沟,四川·甘孜州·泸定县,5A景区,热度 0.9,云海仙境，让我迷失在你的神秘里,"102.090512,29.637949",四川省甘孜藏族自治州泸定县木西镇共和村
4093770257,连云港花果山,江苏·连云港·连云区,5A景区,热度 1.0,大圣故里，神话仙境,"119.278096,34.648745",江苏省连云港市新浦区郁林路5号
2825510206,九乡风景名胜区,云南·昆明·宜良县,4A景区,热度 0.72,九乡溶洞九十九，数完溶洞白了头,"103.390531,25.073926",云南省昆明市宜良县九乡风景名胜区
3494344658,天目湖御水温泉,江苏·常州·天目湖旅游度假区,5A景区,热度 0.78,紧靠天目湖南山竹海，被称为竹海里的温泉,"119.539476,31.188079",江苏省常州市溧阳市南山竹海景区
1493045975,宁波方特东方神画,浙江·宁波·慈溪市,,热度 0.0,运用高科技诠释民间传统艺术,"121.189978,30.322746",浙江省宁波市杭州湾新区天宝路188号
218721653,溪口景区,浙江·宁波·奉化市,5A景区,热度 0.9,寻找传奇色彩的小故事,"121.22742,29.687265",浙江省宁波市奉化市溪口镇
2356390351,厦门科技馆,福建·厦门·思明区,,热度 0.7,在这里，玩得开心的不只是孩子,"118.114462,24.496389",福建省厦门市思明区体育路95号文化艺术中心科技馆
3709950084,本溪大峡谷(南芬大峡谷）,辽宁·本溪·南芬区,,热度 0.7,这是大自然呈献给这个世界的一张崭新名片,"123.967099,41.302649",辽宁省本溪市南芬区
1948029920,灵玲国际马戏城,福建·厦门·集美区,,热度 0.0,以马戏表演为主题集合休闲娱乐的度假区,"118.057979,24.594044",福建省厦门市集美新城杏锦路和杏林湾路交叉口北侧
1030925846,重庆海昌加勒比海水世界,重庆·重庆·南岸区,4A景区,热度 0.72,在阳光下合法的、正当的、干净的抢劫快乐吧,"106.620337,29.562539",重庆市南岸区崇文路35号
1073436503,芜湖方特梦幻王国（二期）,安徽·芜湖·鸠江区,,热度 0.0,东方梦幻乐园，亚洲科幻神奇,"118.466163,31.365534",安徽省芜湖市鸠江区赤铸山东路华强文化科技产业园
2984291252,青青世界,广东·深圳·南山区,4A景区,热度 0.72,融入大自然、体会田园之乐,"113.907231,22.505563",广东省深圳市南山区月亮湾青青街1号
2378116228,镇江金山,江苏·镇江·润州区,5A景区,热度 0.0,法海岂能懂爱，白娘娘大发雌威之地,"119.422532,32.225542",江苏省镇江市润州区金山路62号
2845576993,白洋淀,河北·保定·安新县,5A景区,热度 0.9800000000000001,小兵张嘎的家乡，荷花和芦苇丛中的北国江南,"115.973929,38.947949",河北省保定市安新县
1292669041,东方明珠空中旋转餐厅,上海·上海·东方明珠,,热度 0.0,全方位360度尽收上海林立高楼之美景,"121.50626,31.245369",上海市浦东新区浦东世纪大道1号东方明珠广播电视塔内
2199307902,奥林匹克公园,北京·北京·朝阳区,5A景区,热度 0.74,感受2008北京奥运的辉煌,"116.39611,39.994915",北京市朝阳区天辰东路11号
3563727173,漓江【盛景号】游轮,广西·桂林·灵川县,5A景区,热度 0.0,—四星级“盛景”号游船。桂林至阳朔航线。游船分为ＶＩＰ舱、头等舱，贵宾舱、包厢上下两层。上舱（ＶＩＰ舱、头等舱）下舱(贵,"110.438282,25.153169",上船码头：磨盘山码头：广西省桂林市漓江景区磨盘山码头2号泊位。 下船码头：水东门码头：广西省桂林市阳朔西街。
1496596045,碧海金沙水上乐园,上海·上海·奉贤区,,热度 0.7,阳光、海水、沙滩，今年夏天我们约吗,"121.564214,30.824264",上海市奉贤区海湾旅游区海涵路6号
3823708792,乐岛海洋王国,河北·秦皇岛·山海关区,4A景区,热度 0.72,蓝天、碧海、金沙，给你不一样的海洋公园,"119.763271,39.961763",河北省秦皇岛市山海关区龙海大道148号
2247288538,程阳八寨景区,广西·柳州·三江县,4A景区,热度 0.7,别具一格的建筑技艺和雄伟风姿而闻名于世,"109.647018,25.901019",广西省柳州市三江侗族自治县林溪乡程阳八寨
953633071,阔克苏大峡谷,新疆·伊犁·喀拉峻,,热度 0.0,生态和人文相互辉映，壮丽与秀美并存,"82.156502,43.08227",新疆维吾尔自治区特克斯县内南部天山之中
2021081535,故宫礼物,北京·北京·故宫,,热度 0.0,来自故宫的礼物,"116.403245,39.92711",北京市故宫内坤宁宫东基化门南侧故宫文化产品专卖店
1333812893,龙潭大峡谷,河南·洛阳·新安县,5A景区,热度 0.7,山崩地裂的旷世奇观，探幽览胜的绝妙意境,"112.022289,34.980692",河南省洛阳市新安县石井镇龙潭沟村
2804097478,信号山公园,山东·青岛·市南区,3A景区,热度 0.72,俯瞰青岛前海建筑群和海滨风光的佳处,"120.338223,36.072829",山东省青岛市市南区齐东路17号
3054362552,柯岩风景区,浙江·绍兴·绍兴县,4A景区,热度 0.82,奔跑吧兄弟拍摄地,"120.480302,30.054859",浙江省绍兴市绍兴县柯岩大道558号
3335608148,合肥万达水乐园,安徽·合肥·合肥万达文化旅游城,,热度 0.0,四季恒温无限亲水体验,"117.309443,31.707828",安徽省合肥市滨湖新区庐州大道778号万达茂内（万年埠路合肥万达诺富特酒店对面路口入内，合肥万达主题乐园对面）
3429632054,珠海长隆国际海洋度假区,广东·珠海·金湾区,,热度 0.0,爸爸，放假我们就去这儿,"113.553944,22.105303",广东省珠海市横琴岛南端环岛路长隆大道东侧
467770768,普者黑,云南·文山·丘北县,4A景区,热度 1.0,中国独一无二的喀斯特山水田园风光,"104.13577,24.123152",云南省文山壮族苗族自治州丘北县城西13公里
4225437748,西岭雪山,四川·成都·大邑县,4A景区,热度 0.74,壮观旖旎、神秘奇特,"103.179416,30.620509",四川省成都市大邑县内
3402604243,东方明珠豪华浦江游船东方明珠码头,上海·上海·浦东新区,,热度 0.0,在此处可将浦江两岸每一道风景线尽收眼底,"121.503369,31.246365",上海市浦东新区滨江大道2852号靠近丰和路口东方明珠游船码头
2868815686,靖港古镇,湖南·长沙·望城县,4A景区,热度 0.0,回味历史长河，体验千年古镇,"112.79129,28.46227",湖南省长沙市望城区靖港镇
2864735853,澳门旅游观光塔,澳门·澳门·澳门半岛,,热度 0.72,登高望远，全澳景色尽收眼底,"113.548294,22.182998",澳门特别行政区澳门半岛南湾新填海区D区域1号地段
3937906923,宝鸡太白山,陕西·宝鸡·眉县,5A景区,热度 0.78,岩崖已奇绝，冰雪竟雕皱,"107.821652,34.061746",陕西省宝鸡市眉县汤峪镇太白山国际旅游度假区龙街陕西信合对面
4053221398,个园,江苏·扬州·广陵区,4A景区,热度 0.8800000000000001,聆听石头与竹子的低语,"119.450276,32.404901",江苏省扬州市广陵区盐阜东路10号
1635336074,张氏帅府,辽宁·沈阳·沈河区,4A景区,热度 0.8,张学良的官邸和私宅,"123.464684,41.800237",辽宁省沈阳市沈河区朝阳街少帅府巷46号
1353886282,昆明西山龙门景区,云南·昆明·西山区,4A景区,热度 0.74,瞻仰文化碑林，看满清八旗遗迹,"102.640355,24.964658",云南省昆明市西山区西山公路
1398495628,青岛德国监狱旧址博物馆,山东·青岛·市南区,3A景区,热度 0.0,一座古堡式监狱建筑群的特色博物馆,"120.335185,36.067216",山东省青岛市市南区常州路23号
3793771320,钟山风景区,江苏·南京·玄武区,4A景区,热度 0.76,伟大的民主革命先行者孙中山先生的陵寝,"118.861055,32.070422",江苏省南京市玄武区石象路7号
3863687047,金佛山,重庆·重庆·南川区,5A景区,热度 0.72,山势雄奇秀丽，景色深秀迷人,"107.207362,29.104603",重庆市南川区金佛山西坡旅游区
3385672069,遇龙河,广西·桂林·阳朔县,,热度 0.86,人称“小漓江”，不是漓江胜似漓江,"110.45795,24.757044",广西省桂林市阳朔县遇龙河景区
3689436459,​天津东疆湾沙滩景区,天津·天津·滨海新区,4A景区,热度 0.0,享受阳光、沙滩、海水,"117.8387228365,39.0188011112",天津港东疆港区的东南部休闲旅游度假区内
